Guest ID,Table ID
1,2
2,2
3,5
4,5
5,0
6,7
7,5
8,5
9,5
10,1
11,4
12,3
13,6
14,6
15,6
16,7
17,1
18,0
19,1
20,1
21,1
22,0
23,1
24,1
25,1
26,7
27,7
28,3
29,4
30,6
31,4
32,6
33,6
34,2
35,3
36,3
37,2
38,7
39,0
40,0
41,0
42,0
43,0
44,7
45,4
46,2
47,6
48,6
49,7
50,2
51,5
52,5
53,5
54,2
55,4
56,4
57,4
58,4
59,7
60,2
61,3
62,3
63,3
64,3
