Guest ID,Table ID
1,1
2,1
3,1
4,1
5,2
6,2
7,1
8,1
9,1
10,1
11,7
12,7
13,7
14,7
15,7
16,2
17,2
18,2
19,4
20,4
21,4
22,0
23,2
24,2
25,2
26,5
27,5
28,5
29,6
30,6
31,6
32,6
33,6
34,6
35,6
36,6
37,5
38,5
39,4
40,4
41,4
42,4
43,4
44,5
45,7
46,3
47,3
48,3
49,3
50,5
51,0
52,0
53,0
54,0
55,7
56,7
57,0
58,0
59,0
60,5
61,3
62,3
63,3
64,3
