population_size,mutation_rate,elite_size,crossover_rate,avg_fitness,std_fitness,max_fitness,min_fitness,avg_generations,std_generations
500,0.2,10,0.7,156933.33333333334,2436.2995619495473,158900,153500,450.3333333333333,64.3393779543722
500,0.2,10,0.8,152966.66666666666,4094.169295745136,156300,147200,489.6666666666667,141.47398661552197
500,0.2,20,0.7,151600.0,2691.9633479426625,153700,147800,473.6666666666667,126.16743724995852
500,0.2,20,0.8,155366.66666666666,3472.1111093332765,159700,151200,387.0,119.80261544167834
500,0.3,10,0.7,152666.66666666666,3412.0700787384512,157100,148800,471.0,113.24604481687943
500,0.3,10,0.8,156033.33333333334,2023.7478982214054,157800,153200,430.3333333333333,166.5679707773643
500,0.3,20,0.7,155233.33333333334,2286.6763848189994,156900,152000,401.6666666666667,50.07549855523713
500,0.3,20,0.8,157933.33333333334,2389.3281249943234,161300,156000,423.6666666666667,124.19697616644653
