Guest ID,Table ID
1,1
2,1
3,1
4,2
5,3
6,6
7,2
8,2
9,2
10,2
11,1
12,1
13,1
14,1
15,1
16,6
17,6
18,6
19,4
20,4
21,4
22,6
23,3
24,3
25,3
26,6
27,6
28,6
29,4
30,4
31,4
32,0
33,0
34,4
35,5
36,5
37,5
38,5
39,7
40,7
41,7
42,7
43,7
44,5
45,7
46,0
47,0
48,0
49,0
50,5
51,2
52,2
53,2
54,4
55,0
56,0
57,7
58,7
59,7
60,5
61,3
62,3
63,3
64,3
