Guest ID,Table ID
1,1
2,1
3,1
4,5
5,0
6,3
7,5
8,5
9,5
10,5
11,1
12,1
13,1
14,1
15,1
16,3
17,3
18,3
19,4
20,4
21,4
22,3
23,0
24,0
25,0
26,3
27,3
28,3
29,4
30,4
31,4
32,7
33,7
34,2
35,2
36,2
37,7
38,7
39,4
40,0
41,0
42,0
43,0
44,7
45,4
46,5
47,5
48,5
49,7
50,7
51,6
52,6
53,6
54,6
55,6
56,6
57,6
58,6
59,2
60,7
61,2
62,2
63,2
64,2
