Guest ID,Table ID
1,7
2,7
3,0
4,0
5,4
6,6
7,1
8,1
9,1
10,1
11,0
12,0
13,0
14,0
15,0
16,6
17,6
18,6
19,6
20,6
21,6
22,6
23,4
24,4
25,4
26,3
27,3
28,3
29,4
30,4
31,4
32,5
33,5
34,4
35,5
36,5
37,7
38,7
39,2
40,2
41,2
42,2
43,2
44,7
45,0
46,1
47,1
48,1
49,1
50,7
51,2
52,2
53,2
54,7
55,5
56,5
57,5
58,5
59,3
60,7
61,3
62,3
63,3
64,3
