Guest ID,Table ID
1,5
2,5
3,3
4,3
5,4
6,2
7,3
8,3
9,3
10,3
11,7
12,7
13,5
14,5
15,5
16,2
17,2
18,2
19,2
20,2
21,2
22,2
23,4
24,4
25,4
26,5
27,5
28,5
29,1
30,1
31,1
32,0
33,0
34,0
35,0
36,0
37,0
38,6
39,1
40,4
41,4
42,4
43,4
44,6
45,1
46,0
47,3
48,3
49,1
50,6
51,7
52,7
53,7
54,7
55,7
56,7
57,1
58,1
59,6
60,0
61,6
62,6
63,6
64,6
