Guest ID,Table ID
1,6
2,6
3,0
4,0
5,4
6,4
7,3
8,3
9,0
10,6
11,0
12,0
13,0
14,0
15,0
16,4
17,4
18,4
19,4
20,4
21,4
22,5
23,3
24,3
25,3
26,7
27,7
28,7
29,1
30,1
31,1
32,2
33,2
34,2
35,2
36,2
37,1
38,1
39,5
40,5
41,5
42,5
43,5
44,1
45,5
46,7
47,7
48,7
49,2
50,1
51,3
52,3
53,3
54,6
55,7
56,7
57,2
58,2
59,5
60,1
61,6
62,6
63,6
64,6
