population_size,mutation_rate,elite_size,crossover_rate,run,best_fitness,generations
500,0.2,20,0.95,2,160000,437
500,0.3,5,0.7,0,160700,511
500,0.3,5,0.7,1,156100,294
500,0.3,5,0.7,2,152900,507
500,0.3,5,0.8,0,160100,594
500,0.3,5,0.8,1,154100,378
500,0.3,5,0.8,2,157700,338
500,0.3,5,0.9,0,161400,425
500,0.3,5,0.9,1,158600,881
500,0.3,5,0.9,2,154000,520
500,0.3,5,0.95,0,158900,289
500,0.3,5,0.95,1,153500,297
500,0.3,5,0.95,2,156800,371
500,0.3,10,0.7,0,157100,308
500,0.3,10,0.7,1,161500,481
500,0.3,10,0.7,2,160300,886
500,0.3,10,0.8,0,157000,494
500,0.3,10,0.8,1,160300,814
500,0.3,10,0.8,2,153100,359
500,0.3,10,0.9,0,150700,364
500,0.3,10,0.9,1,156300,288
500,0.3,10,0.9,2,156200,448
500,0.3,10,0.95,0,153900,400
500,0.3,10,0.95,1,158600,382
500,0.3,10,0.95,2,157500,295
500,0.3,20,0.7,0,155100,771
500,0.3,20,0.7,1,158300,431
500,0.3,20,0.7,2,157900,389
500,0.3,20,0.8,0,152100,673
500,0.3,20,0.8,1,157700,307
500,0.3,20,0.8,2,156000,325
500,0.3,20,0.9,0,156200,443
500,0.3,20,0.9,1,155500,493
500,0.3,20,0.9,2,152700,267
500,0.3,20,0.95,0,155400,555
500,0.3,20,0.95,1,160100,300
500,0.3,20,0.95,2,159300,401
