Guest ID,Table ID
1,1
2,1
3,1
4,2
5,7
6,5
7,2
8,2
9,2
10,2
11,1
12,1
13,1
14,1
15,1
16,5
17,5
18,5
19,5
20,5
21,5
22,5
23,7
24,7
25,7
26,4
27,4
28,4
29,2
30,2
31,2
32,6
33,6
34,7
35,6
36,6
37,4
38,4
39,3
40,0
41,0
42,0
43,0
44,4
45,3
46,6
47,6
48,6
49,6
50,4
51,3
52,3
53,3
54,3
55,7
56,7
57,3
58,3
59,7
60,4
61,0
62,0
63,0
64,0
