Guest ID,Table ID
1,3
2,3
3,4
4,4
5,7
6,5
7,2
8,2
9,2
10,2
11,4
12,4
13,4
14,4
15,4
16,5
17,5
18,5
19,7
20,7
21,7
22,5
23,3
24,1
25,1
26,5
27,5
28,5
29,0
30,0
31,0
32,7
33,7
34,0
35,0
36,0
37,2
38,6
39,2
40,1
41,1
42,1
43,1
44,6
45,2
46,0
47,1
48,1
49,0
50,6
51,6
52,6
53,6
54,3
55,7
56,7
57,6
58,6
59,4
60,2
61,3
62,3
63,3
64,3
