Guest ID,Table ID
1,0
2,0
3,6
4,6
5,4
6,3
7,1
8,1
9,1
10,1
11,6
12,6
13,6
14,6
15,6
16,3
17,3
18,3
19,2
20,2
21,2
22,3
23,4
24,4
25,4
26,3
27,3
28,3
29,7
30,7
31,7
32,5
33,5
34,7
35,7
36,7
37,4
38,1
39,2
40,2
41,2
42,2
43,2
44,1
45,5
46,0
47,0
48,0
49,6
50,1
51,4
52,4
53,4
54,0
55,0
56,0
57,7
58,7
59,5
60,1
61,5
62,5
63,5
64,5
