Guest ID,Table ID
1,2
2,2
3,5
4,5
5,1
6,6
7,5
8,5
9,5
10,5
11,5
12,5
13,3
14,3
15,3
16,6
17,6
18,6
19,7
20,7
21,7
22,6
23,1
24,1
25,1
26,6
27,6
28,6
29,4
30,4
31,4
32,4
33,4
34,4
35,4
36,4
37,2
38,2
39,0
40,0
41,0
42,0
43,0
44,2
45,0
46,1
47,0
48,0
49,3
50,2
51,1
52,1
53,1
54,2
55,3
56,3
57,3
58,3
59,7
60,2
61,7
62,7
63,7
64,7
