Guest ID,Table ID
1,3
2,3
3,2
4,2
5,6
6,0
7,6
8,6
9,6
10,6
11,2
12,2
13,2
14,2
15,2
16,0
17,0
18,0
19,1
20,1
21,1
22,0
23,6
24,6
25,6
26,0
27,0
28,0
29,4
30,4
31,4
32,1
33,1
34,1
35,4
36,4
37,3
38,3
39,5
40,7
41,7
42,7
43,7
44,3
45,2
46,7
47,7
48,7
49,7
50,3
51,4
52,4
53,4
54,3
55,5
56,5
57,1
58,1
59,5
60,3
61,5
62,5
63,5
64,5
