Guest ID,Table ID
1,5
2,5
3,6
4,6
5,2
6,4
7,6
8,6
9,6
10,6
11,1
12,1
13,1
14,1
15,1
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,2
24,2
25,2
26,3
27,3
28,3
29,7
30,7
31,7
32,3
33,3
34,3
35,3
36,3
37,1
38,5
39,0
40,0
41,0
42,0
43,0
44,5
45,0
46,2
47,6
48,6
49,1
50,5
51,2
52,2
53,2
54,5
55,5
56,5
57,0
58,0
59,7
60,1
61,7
62,7
63,7
64,7
