Guest ID,Table ID
1,0
2,0
3,6
4,6
5,2
6,2
7,5
8,5
9,5
10,5
11,6
12,6
13,6
14,6
15,6
16,2
17,2
18,2
19,2
20,2
21,2
22,4
23,1
24,1
25,1
26,0
27,0
28,0
29,1
30,1
31,1
32,4
33,4
34,1
35,7
36,7
37,5
38,5
39,6
40,3
41,3
42,3
43,3
44,5
45,1
46,7
47,7
48,7
49,7
50,0
51,4
52,4
53,4
54,0
55,7
56,7
57,4
58,4
59,0
60,5
61,3
62,3
63,3
64,3
