Guest ID,Table ID
1,1
2,1
3,3
4,3
5,6
6,4
7,3
8,3
9,3
10,3
11,3
12,3
13,1
14,1
15,1
16,4
17,4
18,4
19,4
20,4
21,4
22,4
23,6
24,6
25,6
26,6
27,6
28,6
29,5
30,5
31,5
32,2
33,2
34,5
35,2
36,2
37,6
38,2
39,7
40,7
41,7
42,7
43,7
44,2
45,7
46,5
47,1
48,1
49,5
50,2
51,0
52,0
53,0
54,1
55,5
56,5
57,7
58,7
59,0
60,2
61,0
62,0
63,0
64,0
