Guest ID,Table ID
1,6
2,6
3,5
4,5
5,1
6,7
7,5
8,5
9,5
10,5
11,4
12,4
13,4
14,4
15,4
16,7
17,7
18,7
19,0
20,0
21,0
22,7
23,1
24,1
25,1
26,7
27,7
28,7
29,3
30,3
31,3
32,3
33,3
34,3
35,5
36,5
37,6
38,6
39,2
40,2
41,2
42,2
43,2
44,6
45,4
46,4
47,2
48,2
49,4
50,6
51,0
52,0
53,0
54,6
55,0
56,0
57,3
58,3
59,2
60,6
61,1
62,1
63,1
64,1
